17,1105
18,1228
19,1355
20,1369
21,1481
22,1633
23,1838
24,2012
25,2232
26,2342
27,2539
28,2754
29,2949
30,3136
31,3381
32,3572
33,3837
34,4136
35,4384
36,4711
37,5072
38,5281
39,5611
40,5993
41,6452
42,6728
43,7159
44,7525
45,7594
46,7998
47,8431
48,8756
49,9172
50,9567
51,10013
52,10196
53,10461
54,10888
55,11478
56,11984
57,12424
58,13124
59,13741
60,14368
61,14671
62,15341
63,15930
64,16636
65,17348
66,18071
67,18869
68,19624
69,20419
70,21057
71,21565
72,21747
73,22136
74,22818
75,23657
76,24707
77,25569
78,26403
79,27762
80,28337
81,29063
82,29913
83,30817
84,31789
85,32903
86,33900
87,34799
88,35807
89,37056
90,38115
91,39115
92,40227
93,41358
94,42403
95,43910
96,45044
97,46223
98,47627
99,48766
100,50185
101,51457
102,53139
103,54441
104,55983
105,57399
106,59081
107,60228
108,61672
109,63256
110,64784
111,64784
112,65647
113,67437
114,68725
115,70181
116,71875
117,73712
118,75024
119,76835
120,78816
121,80511
122,82393
123,84403
124,86457
125,88412
126,89260
127,90594
128,92473
129,94495
130,96633
131,98531
132,100714
133,102723
134,104931
135,107100
136,109413
137,111824
138,113853
139,116172
140,116172
141,117739
142,119922
143,122237
144,124569
145,128694
146,131176
147,133712
148,136202
149,138755
150,141295
151,143755
152,146309
153,148937
154,151412
155,154054
156,156623
157,159267
158,162024
159,161816
160,164664
161,167465
162,170185
163,172371
164,174814
165,177386
166,179814
167,182258
168,184801
169,184516
170,187245
171,190047
172,192762
173,195446
174,197922
175,200611
176,203157
177,205835
178,208551
179,211168
180,215595
181,230188
182,245021
183,255072
184,258550
185,261230
186,266358
187,274959
188,279230
189,287704
190,291484
191,297693
192,303546
193,308647
194,311616
195,319205
196,322798
197,326018
198,331260
199,336736
200,341788
201,349071
202,359704
203,364606
204,369552
205,374244
206,379937
207,386443
208,387058
209,390813
210,391727
211,393566
212,395804
213,399573
214,403664
215,407624
216,407804
217,406220
218,409111
219,409675
220,412074
221,413567
222,419640
223,422484
224,430761
225,428539
226,435861
227,437402
228,438653
229,443328
230,450229
231,455401
232,457968
233,468797
234,470377
235,478558
236,479252
237,482589
238,486058
239,489122
240,494191
241,494897
242,498347
243,501669
244,505125
245,507114
246,510781
247,517844
248,519686
249,523400
250,525653
251,531804
252,534298
253,536193
254,536828
255,539638
256,543445
257,545798
258,548767
259,534462
260,538578
261,540014
262,543516
263,547244
264,552341
265,554350
266,557821
267,561515
268,566722
269,571056
270,571329
